"","fips","vmax_sust","vmax_gust","sust_dur","gust_dur","flood_exposure","storm_dist"
"2011","48287",0.449775846353452,0.670166011066644,0,0,FALSE,1864.44835549784
"2012","48289",0.473239724741745,0.7051271898652,0,0,FALSE,1765.53392305858
"2013","48291",0.471271009748601,0.702193804525416,0,0,FALSE,1668.8323506677
"2014","48293",0.471371203538728,0.702343093272705,0,0,FALSE,1808.44453422732
"2015","48295",0.47905895481948,0.713797842681025,0,0,FALSE,2156.43428282429
"2016","48297",0.416714771356397,0.620905009321031,0,0,FALSE,2010.88415576822
"2017","48299",0.438404690727961,0.653222989184661,0,0,FALSE,2006.15173169696
"2018","48301",0.399934612461803,0.595902572568086,0,0,FALSE,2476.89340973359
"2019","48303",0.432734707784502,0.644774714598909,0,0,FALSE,2306.36466316219
"2020","48305",0.430004682377532,0.640706976742522,0,0,FALSE,2299.43695028447
"2021","48307",0.435002298518943,0.648153424793226,0,0,FALSE,2079.30529140361
"2022","48309",0.463072158101829,0.689977515571725,0,0,FALSE,1870.47141332566
"2023","48311",0.414245145331609,0.617225266544098,0,0,FALSE,2046.94631551991
"2024","48313",0.470463204769394,0.700990175106396,0,0,FALSE,1754.24673852531
"2025","48315",0.516244605933778,0.76920446284133,0,0,FALSE,1609.13423359331
"2026","48317",0.420396378933265,0.626390604610565,0,0,FALSE,2305.64342610634
"2027","48319",0.431979879627297,0.643650020644672,0,0,FALSE,2072.36821101996
"2028","48321",0.443195036253095,0.660360604017112,0,0,FALSE,1796.52724525456
"2029","48323",0.399756260320527,0.595636827877585,0,0,FALSE,2229.36845349832
"2030","48325",0.419056032825255,0.62439348890963,0,0,FALSE,2072.0500545077
"2031","48327",0.427968748925161,0.637673435898489,0,0,FALSE,2123.45294269957
"2032","48329",0.415975325275685,0.619803234660771,0,0,FALSE,2333.52743319243
"2033","48331",0.455120837774962,0.678130048284693,0,0,FALSE,1862.45444832845
"2034","48333",0.446686419160601,0.665562764549296,0,0,FALSE,2004.20738637447
"2035","48335",0.432105488969327,0.643837178564297,0,0,FALSE,2213.90285775889
"2036","48337",0.481852472371852,0.71796018383406,0,0,FALSE,1923.14623159376
"2037","48339",0.46579320393918,0.694031873869378,0,0,FALSE,1721.9203747322
